Name	Left	Top	Width	Height
109 	0 	0 	0.0051851173916 	0.00469596849191
836 	0.0 	0.00469596849191 	0.0051851173916 	0.00469596849191
852 	0.0051851173916 	0.0 	0.0051851173916 	0.00469596849191
1462 	0.0051851173916 	0.00469596849191 	0.0051851173916 	0.00469596849191
1751 	0.0103702347832 	0.0 	0.0051851173916 	0.00469596849191
2651 	0.0103702347832 	0.00469596849191 	0.0051851173916 	0.00469596849191
2668 	0.0155553521748 	0.0 	0.0077776760874 	0.00313064566128
3419 	0.0155553521748 	0.00313064566128 	0.0038888380437 	0.00626129132255
4938 	0.0194441902185 	0.00313064566128 	0.0038888380437 	0.00626129132255
5032 	0.0 	0.00939193698383 	0.0051851173916 	0.00469596849191
5544 	0.0 	0.0140879054757 	0.0051851173916 	0.00469596849191
5863 	0.0051851173916 	0.00939193698383 	0.0051851173916 	0.00469596849191
6170 	0.0051851173916 	0.0140879054757 	0.0051851173916 	0.00469596849191
6200 	0.0103702347832 	0.00939193698383 	0.0051851173916 	0.00469596849191
6254 	0.0103702347832 	0.0140879054757 	0.0051851173916 	0.00469596849191
6280 	0.0155553521748 	0.00939193698383 	0.0077776760874 	0.00313064566128
6770 	0.0155553521748 	0.0125225826451 	0.0038888380437 	0.00626129132255
7128 	0.0194441902185 	0.0125225826451 	0.0038888380437 	0.00626129132255
7364 	0.0 	0.0187838739677 	0.0051851173916 	0.00469596849191
7574 	0.0 	0.0234798424596 	0.0051851173916 	0.00469596849191
7582 	0.0051851173916 	0.0187838739677 	0.0051851173916 	0.00469596849191
7602 	0.0051851173916 	0.0234798424596 	0.0051851173916 	0.00469596849191
7963 	0.0103702347832 	0.0187838739677 	0.0051851173916 	0.00469596849191
9307 	0.0103702347832 	0.0234798424596 	0.0051851173916 	0.00469596849191
9962 	0.0155553521748 	0.0187838739677 	0.0077776760874 	0.00313064566128
10595 	0.0155553521748 	0.0219145196289 	0.0038888380437 	0.00626129132255
10603 	0.0194441902185 	0.0219145196289 	0.0038888380437 	0.00626129132255
10668 	0.0 	0.0281758109515 	0.0051851173916 	0.00469596849191
10720 	0.0 	0.0328717794434 	0.0051851173916 	0.00469596849191
10851 	0.0051851173916 	0.0281758109515 	0.0051851173916 	0.00469596849191
10880 	0.0051851173916 	0.0328717794434 	0.0051851173916 	0.00469596849191
10887 	0.0103702347832 	0.0281758109515 	0.0051851173916 	0.00469596849191
10993 	0.0103702347832 	0.0328717794434 	0.0051851173916 	0.00469596849191
11355 	0.0155553521748 	0.0281758109515 	0.0077776760874 	0.00313064566128
11430 	0.0155553521748 	0.0313064566128 	0.0038888380437 	0.00626129132255
11914 	0.0194441902185 	0.0313064566128 	0.0038888380437 	0.00626129132255
12242 	0.0 	0.0375677479353 	0.00429818941672 	0.00566497786326
12869 	0.00429818941672 	0.0375677479353 	0.00429818941672 	0.00566497786326
13005 	0.0 	0.0432327257986 	0.00429818941672 	0.00566497786326
13007 	0.00429818941672 	0.0432327257986 	0.00429818941672 	0.00566497786326
13235 	0.0 	0.0488977036618 	0.0057309192223 	0.00424873339745
13366 	0.0 	0.0531464370593 	0.0057309192223 	0.00424873339745
13915 	0.0057309192223 	0.0488977036618 	0.00286545961115 	0.00849746679489
13925 	0.00859637883345 	0.0375677479353 	0.00368416235719 	0.00660914084047
14015 	0.0122805411906 	0.0375677479353 	0.00368416235719 	0.00660914084047
14062 	0.0159647035478 	0.0375677479353 	0.00368416235719 	0.00660914084047
14251 	0.019648865905 	0.0375677479353 	0.00368416235719 	0.00660914084047
14536 	0.00859637883345 	0.0441768887758 	0.00552624353579 	0.00440609389365
15232 	0.00859637883345 	0.0485829826694 	0.00552624353579 	0.00440609389365
15410 	0.00859637883345 	0.0529890765631 	0.00552624353579 	0.00440609389365
15837 	0.0141226223692 	0.0441768887758 	0.00460520294649 	0.00528731267238
16009 	0.0187278253157 	0.0441768887758 	0.00460520294649 	0.00528731267238
16169 	0.0141226223692 	0.0494642014482 	0.00614027059532 	0.00396548450428
16331 	0.0141226223692 	0.0534296859524 	0.00614027059532 	0.00396548450428
16343 	0.0202628929646 	0.0494642014482 	0.00307013529766 	0.00793096900857
16633 	0.0233330282622 	0.0 	0.0051851173916 	0.00469596849191
16928 	0.0233330282622 	0.00469596849191 	0.0051851173916 	0.00469596849191
17040 	0.0285181456538 	0.0 	0.0051851173916 	0.00469596849191
17123 	0.0285181456538 	0.00469596849191 	0.0051851173916 	0.00469596849191
17261 	0.0337032630454 	0.0 	0.0051851173916 	0.00469596849191
18212 	0.0337032630454 	0.00469596849191 	0.0051851173916 	0.00469596849191
18308 	0.038888380437 	0.0 	0.0077776760874 	0.00313064566128
18457 	0.038888380437 	0.00313064566128 	0.0038888380437 	0.00626129132255
18601 	0.0427772184807 	0.00313064566128 	0.0038888380437 	0.00626129132255
18759 	0.0233330282622 	0.00939193698383 	0.0051851173916 	0.00469596849191
19769 	0.0233330282622 	0.0140879054757 	0.0051851173916 	0.00469596849191
19934 	0.0285181456538 	0.00939193698383 	0.0051851173916 	0.00469596849191
20188 	0.0285181456538 	0.0140879054757 	0.0051851173916 	0.00469596849191
20674 	0.0337032630454 	0.00939193698383 	0.0051851173916 	0.00469596849191
21160 	0.0337032630454 	0.0140879054757 	0.0051851173916 	0.00469596849191
21340 	0.038888380437 	0.00939193698383 	0.0077776760874 	0.00313064566128
21449 	0.038888380437 	0.0125225826451 	0.0038888380437 	0.00626129132255
21650 	0.0427772184807 	0.0125225826451 	0.0038888380437 	0.00626129132255
21709 	0.0233330282622 	0.0187838739677 	0.0051851173916 	0.00469596849191
21727 	0.0233330282622 	0.0234798424596 	0.0051851173916 	0.00469596849191
21851 	0.0285181456538 	0.0187838739677 	0.0051851173916 	0.00469596849191
21914 	0.0285181456538 	0.0234798424596 	0.0051851173916 	0.00469596849191
22051 	0.0337032630454 	0.0187838739677 	0.0051851173916 	0.00469596849191
22194 	0.0337032630454 	0.0234798424596 	0.0051851173916 	0.00469596849191
22353 	0.038888380437 	0.0187838739677 	0.0077776760874 	0.00313064566128
22360 	0.038888380437 	0.0219145196289 	0.0038888380437 	0.00626129132255
22415 	0.0427772184807 	0.0219145196289 	0.0038888380437 	0.00626129132255
22542 	0.0233330282622 	0.0281758109515 	0.0051851173916 	0.00469596849191
23322 	0.0233330282622 	0.0328717794434 	0.0051851173916 	0.00469596849191
23774 	0.0285181456538 	0.0281758109515 	0.0051851173916 	0.00469596849191
24102 	0.0285181456538 	0.0328717794434 	0.0051851173916 	0.00469596849191
24181 	0.0337032630454 	0.0281758109515 	0.0051851173916 	0.00469596849191
24205 	0.0337032630454 	0.0328717794434 	0.0051851173916 	0.00469596849191
24515 	0.038888380437 	0.0281758109515 	0.0077776760874 	0.00313064566128
24610 	0.038888380437 	0.0313064566128 	0.0038888380437 	0.00626129132255
24812 	0.0427772184807 	0.0313064566128 	0.0038888380437 	0.00626129132255
26031 	0.0233330282622 	0.0375677479353 	0.00429818941672 	0.00566497786326
27297 	0.0276312176789 	0.0375677479353 	0.00429818941672 	0.00566497786326
27839 	0.0233330282622 	0.0432327257986 	0.00429818941672 	0.00566497786326
28058 	0.0276312176789 	0.0432327257986 	0.00429818941672 	0.00566497786326
28319 	0.0233330282622 	0.0488977036618 	0.0057309192223 	0.00424873339745
28489 	0.0233330282622 	0.0531464370593 	0.0057309192223 	0.00424873339745
28666 	0.0290639474845 	0.0488977036618 	0.00286545961115 	0.00849746679489
28696 	0.0319294070957 	0.0375677479353 	0.00368416235719 	0.00660914084047
28707 	0.0356135694529 	0.0375677479353 	0.00368416235719 	0.00660914084047
29012 	0.03929773181 	0.0375677479353 	0.00368416235719 	0.00660914084047
29241 	0.0429818941672 	0.0375677479353 	0.00368416235719 	0.00660914084047
29550 	0.0319294070957 	0.0441768887758 	0.00552624353579 	0.00440609389365
29772 	0.0319294070957 	0.0485829826694 	0.00552624353579 	0.00440609389365
30061 	0.0319294070957 	0.0529890765631 	0.00552624353579 	0.00440609389365
30104 	0.0374556506314 	0.0441768887758 	0.00460520294649 	0.00528731267238
30193 	0.0420608535779 	0.0441768887758 	0.00460520294649 	0.00528731267238
30314 	0.0374556506314 	0.0494642014482 	0.00614027059532 	0.00396548450428
30563 	0.0374556506314 	0.0534296859524 	0.00614027059532 	0.00396548450428
30604 	0.0435959212268 	0.0494642014482 	0.00307013529766 	0.00793096900857
30681 	0.0466660565244 	0.0 	0.0051851173916 	0.00469596849191
30959 	0.0466660565244 	0.00469596849191 	0.0051851173916 	0.00469596849191
31227 	0.051851173916 	0.0 	0.0051851173916 	0.00469596849191
31451 	0.051851173916 	0.00469596849191 	0.0051851173916 	0.00469596849191
31768 	0.0570362913076 	0.0 	0.0051851173916 	0.00469596849191
32729 	0.0570362913076 	0.00469596849191 	0.0051851173916 	0.00469596849191
33047 	0.0622214086992 	0.0 	0.0077776760874 	0.00313064566128
33082 	0.0622214086992 	0.00313064566128 	0.0038888380437 	0.00626129132255
33539 	0.0661102467429 	0.00313064566128 	0.0038888380437 	0.00626129132255
33996 	0.0466660565244 	0.00939193698383 	0.0051851173916 	0.00469596849191
34050 	0.0466660565244 	0.0140879054757 	0.0051851173916 	0.00469596849191
34285 	0.051851173916 	0.00939193698383 	0.0051851173916 	0.00469596849191
34429 	0.051851173916 	0.0140879054757 	0.0051851173916 	0.00469596849191
34614 	0.0570362913076 	0.00939193698383 	0.0051851173916 	0.00469596849191
34922 	0.0570362913076 	0.0140879054757 	0.0051851173916 	0.00469596849191
35222 	0.0622214086992 	0.00939193698383 	0.0077776760874 	0.00313064566128
35511 	0.0622214086992 	0.0125225826451 	0.0038888380437 	0.00626129132255
35528 	0.0661102467429 	0.0125225826451 	0.0038888380437 	0.00626129132255
35671 	0.0466660565244 	0.0187838739677 	0.0051851173916 	0.00469596849191
35853 	0.0466660565244 	0.0234798424596 	0.0051851173916 	0.00469596849191
35866 	0.051851173916 	0.0187838739677 	0.0051851173916 	0.00469596849191
36068 	0.051851173916 	0.0234798424596 	0.0051851173916 	0.00469596849191
36257 	0.0570362913076 	0.0187838739677 	0.0051851173916 	0.00469596849191
36353 	0.0570362913076 	0.0234798424596 	0.0051851173916 	0.00469596849191
36395 	0.0622214086992 	0.0187838739677 	0.0077776760874 	0.00313064566128
36529 	0.0622214086992 	0.0219145196289 	0.0038888380437 	0.00626129132255
37397 	0.0661102467429 	0.0219145196289 	0.0038888380437 	0.00626129132255
37479 	0.0466660565244 	0.0281758109515 	0.0051851173916 	0.00469596849191
37613 	0.0466660565244 	0.0328717794434 	0.0051851173916 	0.00469596849191
38270 	0.051851173916 	0.0281758109515 	0.0051851173916 	0.00469596849191
38504 	0.051851173916 	0.0328717794434 	0.0051851173916 	0.00469596849191
38524 	0.0570362913076 	0.0281758109515 	0.0051851173916 	0.00469596849191
38795 	0.0570362913076 	0.0328717794434 	0.0051851173916 	0.00469596849191
39452 	0.0622214086992 	0.0281758109515 	0.0077776760874 	0.00313064566128
